code;product;quantity;cost
E791501;Id. Stand CONNECT E791501 Умывальник ARC 35 см. отверстие справа;7;6992.54
E792101;Id. Stand CONNECT E792101 Умывальник;1;0
E793101;Id. Stand CONNECT E793101 Умывальник ARC, 45 см, угловой;4;8372.54
E794501;Id. Stand CONNECT E794501 Умывальник CUBE 60 см.;3;9696.61
E796801;Id. Stand CONNECT E796801 Умывальник ARC 45 см.;4;8102.03
E797101;IdST CONNECT SPACE E797101 Бачок CUBE для унитаза E119601, боковая подводка;3;9569.49
E797301;Id. Stand CONNECT E797301 Колонна;6;6386.44
E797401;Id. Stand CONNECT E797401 Полуколонна;7;7609.83
E7974MA;Id. Stand CONNECT E7974MA Полуколонна;4;11169.15
E797501;IdSt CONNECT E797501 Полуколонна малая;4;6992.54
E799501;Id. Stand CONNECT E799501 Биде напольное;3;17912.54
E799701;Id. Stand CONNECT E799701 Биде подвесное;1;17912.54
E7997MA;Id. Stand CONNECT E7997MA Биде подвесное;2;21471.86
E803301;Id. Stand CONNECT E803301 Умывальник CUBE 40;1;8950.17
E803501;Id. Stand CONNECT E803501 Подвесной унитаз;1;18516.61
E8035MA;Id. Stand CONNECT E8035MA Подвесной унитаз;5;22075.93
E803601;Id. Stand CONNECT E803601 Напольный унитаз (без бачка);10;14715.25
E803701;Id. Stand CONNECT E803701 Унитаз напольный для монтажа с бачком;2;17912.54
E803801;Id. Stand CONNECT E803801 Унитаз напольный для монтажа с бачком (вертикальный слив);5;14965.42
E810801;IdST CONNECT E810801 Умывальник;5;14965.42
E812601;Id. Stand. CONNECT E812601 Умывальник , 100 см;1;36301.02
E812701;Id. Stand CONNECT E812701 Умывальник , 85 см;2;26838.31
E812801;Id. Stand CONNECT E812801 Умывальник , 70 см;1;21051.86
E812901;Id. Stand CONNECT E812901 Умывальник , 60 см;2;18414.92
E814901;IdST CONNECT Rimless E814901 Подвесной унитаз безободной;2;19941.36
E876901;Id. Stand ECCO E876901 Подвесной унитаз (Акционный);2;5543.39
EEE475667;Id. Stand Механизм для бочка ЕЕ475667;7;1959.71
F1090AA;IS F1090AA Celia Излив для ванны 200 мм, ½;1;8014.58
F960956AA;F960956AA ЗАПЧАСТИ IDEALRAIN;1;7291.0
J3291AA;IdST SimplyU J3291AA Специальный донный клапан 1 1/4 для умывальника;1;5088.81
J469401;IdST SimplyU J469401 Подвесное биде;6;17400.0
K071601;Id. Stand Moments K071601 Умывальник 75 см;3;26952.0
K071701;Id. Stand Moments K071701 Умывальник 65 см;2;20446.0
K0717MA;Id. Stand Moments K0717MA Умывальник 65 см;4;16762.0
K071901;Id. Stand. Moments К 071901 Умывальник 55 см;2;18044.0
K077801;Id. Stand STRADA K077801 Умывальник 60 см;2;12284.75
K077901;Id. Stand STRADA K077901 Умывальник, встраиваемый под столешницу, 59 см;1;8461.02
K078001;Id. Stand STRADA K078001 Встраиваемый умывальник 59 см;3;8461.02
K078101;Id. Stand STRADA K078101 Умывальник- чаша 60 см;2;18073.22
K078201;Id. Stand STRADA K078201 Умывальник 70 см;4;14480.34
K078301;Id. Stand STRADA K078301 Умывальник - чаша круглый 42x42 см;9;10313.9
K078501;Id. Stand STRADA K078501 Умывальник - чаша овальный 75x42;1;15640.68
K078601;Id. Stand STRADA K078601 Умывальник 90 см;2;25020.0
K078701;Id. Stand STRADA K078701 Умывальник 70 см;6;16215.25
K078801;Id. Stand STRADA K078801 Умывальник 80 см;10;21082.37
K078901;Id. Stand STRADA K078901 Умывальник 90 см;4;26525.08
K079001;Id. Stand STRADA K079001 Умывальник 100 см;3;31966.78
K081601;Id. Stand STRADA K081601 Умывальник 50 см;10;15736.27
K083401;Id. Stand TONIC K083401 Умывальник 55 см;1;21112.88
K083901;Id. Stand. TONIC II K083901 Умывальник 80 см, керамическая накладка слива (1 шт. в комплекте);1;29808.81
K197701;Id. Stand CONNECT K197701 квадратный поддон 70х70;1;11863.73
K197801;Ideal Standard квадратный поддон 80х80 Connect K197801;9;13099.32
K197901;Ideal Standard квадратный поддон 90х90 Connect K197901;1;14653.22
K198301;Id. Stand CONNECT K198301 поддон 80х80 сегмент;3;13175.59
K198401;Ideal Standard поддон 90х90 сегмент Connect K198401;4;14689.83
K2167SV;Id. Stand. TONIC K2167SV Подстолье для умывальника 75 см;1;23227.0
K2190CT;Id. Stand. TONIC GUEST K2190CT шкаф подстолье 46 см, асимметричный правый, левый;1;26312.0
K2191SV;Id. Stand Moments K2191SV Высокий шкафчик 37 см;2;61324.0
K2194SV;Id. Stand Moments K2194SV Подстолье для умыв. 65 см/Дуб;2;43277.0
K2214EG;Id Stand DAYLIGHT K2214EG Подстолье 80 см, темный дуб;2;31944.0
K2216SV;Id Stand DAYLIGHT K2216SV Подстолье 130 см, светлый дуб;1;68962.3
K2219EG;Id Stand DAYLIGHT K2219EG Зеркальный шкаф 100см, темный дуб;1;0
K2221EG;Id Stand DAYLIGHT K2221EG Боковой шкафчик (правый), темный дуб;1;27297.0
K2221SV;Id Stand DAYLIGHT K2221SV Подстолье с ассиметрич. панелью-столиком правый (Светлый дуб);1;27297.0
K2222EG;Id Stand DAYLIGHT K2222EG Шкаф боковой Т ,левая дверца, темный дуб;2;27913.0
K2223EG;Id Stand DAYLIGHT K2223EG Шкаф боковой 60,1х37х47,1 см правый;3;27913.0
K2223HG;Id. Stand. DAYLIGHT K2223HG шкаф боковой 60,1х37х47,1 см прав. БЕЛЫЙ;1;28210.0
K2224EG;Id Stand DAYLIGHT K2224EG Внутренний шкафчик, темный дуб;3;23215.0
K2224HG;Id Stand DAYLIGHT K2224HG Внутренний шкафчик, белый лак;1;23365.0
K2224SV;Id Stand DAYLIGHT K2224SV Выдвижной модуль (Светлый дуб);1;23215.0
K2225EG;Id Stand DAYLIGHT K2225EG Боковой шкафчик 160 см, дверца слева, темный дуб;1;38290.0
K2225HG;Id Stand DAYLIGHT K2225HG Боковой шкафчик 160 см, дверца слева, белый лак;1;38919.0
K2226EG;Id Stand DAYLIGHT K2226EG Боковой шкафчик 160 см,дверца справа, темный дуб;2;38290.0
K240201;Id. Stand UltraFlat K240201 душевой поддон 90X70 см, правая версия;3;18632.54
K240301;Id. Stand UltraFlat K240301 душевой поддон 90X70 см, левая версия;2;18570.51
K240601;Id. Stand UltraFlat K240601 душевой поддон 100X80 см, правая версия;2;19832.54
K240701;Id. Stand UltraFlat K240701 душевой поддон 100X80 см, левая версия;2;19916.95
K2681AA;IdST CONNECT K2681AA Светодиодная подсветка для зеркала;1;13455.25
K2683WG;Id. Stand STRADA K2683WG Высокий пенал 165 см, петли слева;2;66675.25
K2722WG;Id. Stand STRADA K2722WG ( бывший K2452WG ) Подстолье для умывальника 50 см (серый глянец);1;72116.95
K2723WG;Id. Stand STRADA K2723WG Подстолье для ум-ка 60 см;1;78451.53
K2731WG;Id. Stand STRADA K2731WG Подвесной шкафчик 35 см (белый глянец) (бывш K2463WG);1;47434.58
K311401;Id. Stand Moments K311401 Напольный унитаз с крепежом , с переходником для вертикального выпуска;1;29903.0
K312801;Id. Stand Moments K312801 Напольный унитаз для монтажа с бачком, с сидением и крышкой с м;4;36844.0
K401501;Id. Stand CALLA K401501 Бачок для унитаза;1;27973.22
K403501;Id. Stand TONIC K403501 Бачок для унитаза;2;11252.0
K403901;Id. Stand Moments K403901 Бачок для унитаза-компакта;2;20446.0
K503901;Id. Stand. AVANCE K503901 биде напольное;2;7176.0
K505001;Id. Stand. TONIC GUEST K505001 подвесное биде;2;12954.0
K506201;Id. Stand Moments K506201 Напольное биде;1;29428.0
K517201;Ideal Standard плддон 80х80 Ultra Flat K517201;2;18596.95
K517701;Id. Stand. K517701 UltraFlat Акриловый душевой поддон 100X100 см;1;23397.97
K518701;Id. Stand UltraFlat K518701 Акриловый прямоугольный душевой поддон 160X80 см.;1;31012.88
K618201;Акриловый квадратный душевой поддон 90х90 см;1;12281.0
K618301;Id. Stand. K618301 Акриловый сегментный душевой поддон 90х90 см;1;11565.0
K625401;Id. Stand Hot Line K625401 Душевой поддон сегмент 90х90х8 Top S Plus;6;8822.0
K625601;Ideal Standard душевой поддон сегмент 80х80х8 Hot Line Top S Plus K625601;8;5608.0
K625701;Id. Stand. K625701 Угловой Акриловый поддон,;1;0
K626001;K626001 HOT LINE Пентагональные акриловые душевые поддоны HOT S PLUS;2;10965.9
K627201;Id. Stand K627201 Hot LIne Квадратный акриловый поддон 80x80;1;7844.1
K658201;K658201 Фронтальная панель с крепежами;1;4016.0
K670401;Id. Stand TONIC K670401 Акриловый квадратный душевой поддон 100х100х4,5 см;1;9068.0
K671101;Id. Stand TONIC К671101 Сегментный поддон акриловый 1000х1000х45;2;9001.0
K710667;Id. Stand CONNECT K710667 Подводка для писсуара;2;1377.61
K710767;Id. Stand NO SUITE DEFINED K710767 Крепёж для ум-ка М10*140 мм;5;486.57
K711067;Id. Stand K711067 Крепёж для унитаза;4;276.74
K715167;IdST K715167 Крепеж для умывальника;5;2788.67
K725567;Id. Stand. K725567 Стеновые крепежи для акриловых поддонов;6;3182.03
K727467;Id. Stand Moments K727467 Универсальный крепёж для ванны;4;6422.75
K729567;Id. Stand TONIC К729567 Ножки для поддона;2;6163.0
K7812AA;Id. Stand. K7812AA Комплект Слива - перелива -налива, d 52;1;26210.67
K7814AA;Id. Stand. K7814AA Комплект слива для душевого поддона DOMOPLEX (Viega 364755);10;4008.14
K7817AA;Id. Stand. K7817AA Сифон для душевого поддона TEMPOPLEX;10;6434.0
K7983AA;Id. Stand. K7983AA Система слива-перелива для ванн (диаметр слива 90мм.);3;15767.86
K8029AA;Id. Stand. K8029AA Слив - перелив, d 52;4;2800.0
K855867;Id. Stand K855867 Полистироловая опора для поддона Hit S Plus 90 cm;1;5559.0
K856167;Id. Stand K856167 Полистироловая опора для поддона Hot S Plus 90 cm;2;7686.0
K856567;Id. Stand K856567 Полистироловая опора для поддона Hot S Plus 100 cm;1;6185.0
K857267;Id. Stand Moments K857267 Декоративный нобор (3 подсвечника );4;869.0
K857367;Id. Stand Moments K857367 Декоративный нобор (2 подсвечника без подставки);3;3169.26
K857467;Id. Stand Moments K857467 Декоративный набор (2 подсвечника с подставкой);3;3948.58
K857567;Id. Stand Moments K857567 Декоративный набор (2 вазочки круглой формы);3;845.81
K859867;Ножки для душевого поддона K859867;10;16161.0
K860067;Ideal Standard K860067 Ножки для душевого поддона;1;22733.0
N1058AA;ID- Stand. CeraMIX_LIFE N1058AA Полотенцедержатель,600мм;1;0
N1141AA;Id. Stand Moments N1141AA Полотенцедержатель 60 см;3;6686.0
N1145AA;Id. Stand Moments N1145AA Стакан с держателем;3;6340.4
N1148AA;Id. Stand Moments N1148AA Держатель для туалетной бумаги;3;6197.4
N1149AA;Id. Stand Moments N1149AA Держатель для запасного рулона туалетной бумаги;1;5410.9
N1252AA;Id. Stand. Chorus N1252AA Полотенцедержатель-кольцо;4;459.0
N1264AA;Id. Stand. Chorus N1264AA Мыльница прозрачнре стекло;1;366.0
N1298MZ;Id. Stand SimplyU N1298MZ Зеркало 100х50см;1;28280.83
N1381AA;Id. Stand CONNECT N1381AA Держатель туалетной бумаги;2;4114.58
N1386AA;Id. Stand CONNECT N1386AA Полотенцедержатель 45см.;1;5742.71
N1387AA;Id. Stand CONNECT N1387AA Полотенцедержатель 60см.;4;5989.83
N1388AA;Id. Stand CONNECT N1388AA Стакан с держателем;1;4160.34
N1389AA;Id. Stand CONNECT N1389AA Диспенсер с держателем;3;6578.64
N1394AA;Id. Stand CONNECT N1394AA Полочка;3;6524.75
